Course Name,Course Title,First Name,Last Name,Term,InvitedCount,RespondentCount,%ResponseRatio,"Excluding class sessions, estimate the average number of hours per week spent in preparation or review. - Mean","Overall, did the instructor convey the course material clearly? - Mean","Overall, did the instructor convey the course material in an interesting way? - Mean","Did you take away useful tools, concepts, and/or insights from this course? - Mean",How much did you get out of this course? - Mean,Would you recommend this course to other students? - Mean
30118 01,Taxes and Business Strategy,Merle,Erickson,Autumn 2021,21,18,85.71,4.56,4.56,4.28,4.67,4.39,4.39
30118 01,Taxes and Business Strategy,Ira,Weiss,Spring 2020,70,30,42.86,5.2,4.1,4.3,4.6,4.4,4.37
30118 01,Taxes and Business Strategy,Ira,Weiss,Spring 2021,70,40,57.14,4.43,4.38,4.38,4.5,4.4,4.35
30118 02,Taxes and Business Strategy,Erickson, Merle,Autumn 2019,40,23,57.5,4.0,4.9,4.8,4.9,4.8,4.9
30118 02,Taxes and Business Strategy,Merle,Erickson,Autumn 2020,48,30,62.5,4,4.4,4.13,4.43,4.3,4.33
30118 02,Taxes and Business Strategy,Merle,Erickson,Autumn 2021,11,9,81.82,5.44,4.89,4.56,4.78,4.78,4.44
30118 81,Taxes and Business Strategy,Merle,Erickson,Autumn 2020,50,33,66,6.76,4.61,4.55,4.7,4.48,4.52
30118 81,Taxes and Business Strategy,Merle,Erickson,Autumn 2021,43,32,74.42,4.06,4.5,4.47,4.63,4.56,4.5
30118 81,Taxes and Business Strategy,Ira,Weiss,Spring 2020,68,27,39.71,7.41,4.48,4.63,4.52,4.33,4.52
30118 81,Taxes and Business Strategy,Ira,Weiss,Spring 2021,65,47,72.31,4.79,4.43,4.55,4.66,4.45,4.38
30118 85,Taxes and Business Strategy,Erickson, Merle,Autumn 2019,49,43,87.8,4.3,4.8,4.7,4.6,4.5,4.6
30118-01,Taxes and Business Strategy,Merle,Erickson,Autumn 2016,42,28,66.67,10.89,4.86,4.39,4.64,4.54,4.46
30118-01,Taxes and Business Strategy,Merle,Erickson,Autumn 2018,58,51,87.93,11.31,4.49,4.24,4.33,4.24,4.35
30118-01,Taxes and Business Strategy,Merle,Erickson,Winter 2018,56,37,66.07,9.32,4.3,4.08,4.41,4.32,4.27
30118-01,Taxes and Business Strategy,Ira,Weiss,Spring 2016,70,73,104.29,9.55,4.55,4.67,4.62,4.48,4.64
30118-01,Taxes and Business Strategy,Ira,Weiss,Spring 2017,69,66,95.65,4.24,4.65,4.8,4.68,4.61,4.73
30118-01,Taxes and Business Strategy,Ira,Weiss,Spring 2018,70,63,90,7.11,4.86,4.92,4.78,4.71,4.89
30118-01,Taxes and Business Strategy,Ira,Weiss,Spring 2019,70,59,84.29,5.27,4.78,4.86,4.8,4.68,4.81
30118-01,Taxes and Business Strategy,Ira,Weiss,Winter 2016,64,59,92.19,9.03,4.66,4.71,4.58,4.53,4.66
30118-01,Taxes and Business Strategy,Ira,Weiss,Winter 2017,60,60,100,7,4.77,4.75,4.75,4.65,4.78
30118-02,Taxes and Business Strategy,Merle,Erickson,Autumn 2018,41,31,75.61,13,4.74,4.55,4.61,4.45,4.61
30118-02,Taxes and Business Strategy,Merle,Erickson,Winter 2018,66,54,81.82,3.81,4.22,4.04,4.44,4.2,4.3
30118-02,Taxes and Business Strategy,Ira,Weiss,Winter 2017,64,56,87.5,4.09,4.68,4.77,4.64,4.57,4.79
30118-81,Taxes and Business Strategy,Merle,Erickson,Autumn 2016,58,41,70.69,15.68,4.71,4.59,4.68,4.56,4.71
30118-81,Taxes and Business Strategy,Merle,Erickson,Autumn 2018,21,16,76.19,15.75,4.44,3.88,4.56,4.31,4.63
30118-81,Taxes and Business Strategy,Merle,Erickson,Winter 2018,48,42,87.5,10.81,4.6,4.45,4.57,4.5,4.48
30118-81,Taxes and Business Strategy,Ira,Weiss,Spring 2016,63,44,69.84,8.66,4.57,4.75,4.68,4.59,4.7
30118-81,Taxes and Business Strategy,Ira,Weiss,Spring 2017,64,51,79.69,9.67,4.59,4.82,4.65,4.43,4.55
30118-81,Taxes and Business Strategy,Ira,Weiss,Spring 2018,68,49,72.06,9.84,4.8,4.86,4.73,4.69,4.86
30118-81,Taxes and Business Strategy,Ira,Weiss,Spring 2019,69,50,72.46,10.52,4.74,4.82,4.74,4.68,4.82
30118-81,Taxes and Business Strategy,Ira,Weiss,Summer 2018,70,67,95.71,5.15,4.7,4.67,4.69,4.5,4.68
30118-81,Taxes and Business Strategy,Ira,Weiss,Winter 2016,62,55,88.71,7.75,4.36,4.45,4.42,4.31,4.4
30118-81,Taxes and Business Strategy,Ira,Weiss,Winter 2017,62,58,93.55,3.91,4.74,4.81,4.6,4.5,4.62
30118-85,Taxes and Business Strategy,Merle,Erickson,Autumn 2016,49,45,91.84,10.31,4.78,4.6,4.73,4.64,4.78
30118-85,Taxes and Business Strategy,Ira,Weiss,Summer 2018,52,42,80.77,6.88,4.55,4.67,4.69,4.57,4.61
30120 01,"Accounting, Economic, and Regulatory Issues in Complex Deals",Mark,Maffett,Spring 2020,60,30,50,4.2,4.63,4.3,4.73,4.3,4.5
30120 01,"Accounting, Economic, and Regulatory Issues in Complex Deals",Mark,Maffett,Spring 2021,58,24,41.38,4.17,4.42,4.42,4.58,4.38,4.5
30120 81,"Accounting, Economic, and Regulatory Issues in Complex Deals",Mark,Maffett,Spring 2020,49,27,55.1,4.26,4.56,4.37,4.7,4.41,4.48
30120 81,"Accounting, Economic, and Regulatory Issues in Complex Deals",Mark,Maffett,Spring 2021,23,14,60.87,5.43,4.5,4.5,4.71,4.5,4.57
30120 85,"Accounting, Economic, and Regulatory Issues in Complex Deals",Mark,Maffett,Spring 2020,56,32,57.14,4.47,4.34,4.13,4.38,4.09,4.13
30120-01,"Accounting, Economic, and Regulatory Issues in Complex Deals",Mark,Maffett,Spring 2018,63,44,69.84,3.45,4.16,4,4.18,4.09,4.14
30120-01,"Accounting, Economic, and Regulatory Issues in Complex Deals",Mark,Maffett,Spring 2019,63,42,66.67,8.19,4,3.64,4.02,3.81,3.88
30120-81,"Accounting, Economic, and Regulatory Issues in Complex Deals",Mark,Maffett,Spring 2018,58,42,72.41,6.21,4.43,4.07,4.43,4.26,4.4
30120-81,"Accounting, Economic, and Regulatory Issues in Complex Deals",Mark,Maffett,Spring 2019,44,26,59.09,4,4.23,4,4.46,4.19,4.46
30121 01,Accounting for Entrepreneurship:  From Start Up to IPO,Ira,Weiss,Winter 2020,65,60,92.31,3.35,4.85,4.75,4.55,4.43,4.72
30121 01,Accounting for Entrepreneurship:  From Start Up to IPO,Ira,Weiss,Winter 2021,65,41,63.08,3.98,4.68,4.59,4.56,4.49,4.59
30121 01,Accounting for Entrepreneurship:  From Start Up to IPO,Ira,Weiss,Winter 2022,65,50,76.92,3.58,4.68,4.7,4.42,4.14,4.52
30121 02,Accounting for Entrepreneurship:  From Start Up to IPO,Ira,Weiss,Winter 2020,65,54,83.08,3.67,4.76,4.67,4.7,4.52,4.65
30121 02,Accounting for Entrepreneurship:  From Start Up to IPO,Ira,Weiss,Winter 2021,65,49,75.38,3.92,4.73,4.8,4.76,4.63,4.76
30121 02,Accounting for Entrepreneurship:  From Start Up to IPO,Ira,Weiss,Winter 2022,65,47,72.31,4.02,4.68,4.72,4.53,4.34,4.51
30121 81,Accounting for Entrepreneurship:  From Start Up to IPO,Philip,Berger,Spring 2021,36,17,47.22,4.12,4.35,3.94,4.18,4.18,4.18
30121 81,Accounting for Entrepreneurship:  From Start Up to IPO,Philip,Berger,Summer 2020,34,24,70.59,5.04,4.38,4.17,4.33,4.33,4.29
30121 81,Accounting for Entrepreneurship:  From Start Up to IPO,Ira,Weiss,Winter 2020,62,46,74.19,3.57,4.61,4.37,4.39,4.26,4.39
30121 81,Accounting for Entrepreneurship:  From Start Up to IPO,Ira,Weiss,Winter 2021,62,36,58.06,4.31,4.61,4.56,4.56,4.44,4.58
30121 81,Accounting for Entrepreneurship:  From Start Up to IPO,Ira,Weiss,Winter 2022,64,43,67.19,4.12,4.79,4.7,4.63,4.56,4.67
30121 82,Accounting for Entrepreneurship:  From Start Up to IPO,Philip,Berger,Spring 2021,9,4,44.44,4.25,4.5,4.25,4.75,4.25,4.25
30121 82,Accounting for Entrepreneurship:  From Start Up to IPO,Philip,Berger,Summer 2020,58,43,74.14,3.91,4.65,4.23,4.42,4.3,4.42
30121 85,Accounting for Entrepreneurship:  From Start Up to IPO,Philip,Berger,Spring 2021,16,9,56.25,4.56,4.67,4.44,4.56,4.33,4.33
30121 85,Accounting for Entrepreneurship:  From Start Up to IPO,Philip,Berger,Summer 2020,21,11,52.38,4,4.73,4.55,4.64,4.45,4.64
30121-01,Accounting for Entrepreneurship:  From Start-Up through IPO,Ira,Weiss,Winter 2018,55,51,92.73,8.78,4.96,4.61,4.59,4.37,4.69
30121-01,Accounting for Entrepreneurship:  From Start-Up through IPO,Ira,Weiss,Winter 2019,65,53,81.54,6.64,4.91,4.7,4.58,4.49,4.75
30121-02,Accounting for Entrepreneurship:  From Start-Up through IPO,Ira,Weiss,Winter 2019,65,59,90.77,8,4.78,4.51,4.41,4.34,4.47
30121-81,Accounting for Entrepreneurship:  From Start-Up through IPO,Ira,Weiss,Winter 2018,55,46,83.64,9.72,4.8,4.72,4.61,4.61,4.76
30121-81,Accounting for Entrepreneurship:  From Start-Up through IPO,Ira,Weiss,Winter 2019,63,56,88.89,11.77,4.75,4.45,4.2,4.16,4.39
30130 01,Financial Statement Analysis,Minnis, Michael,Autumn 2019,61,54,88.5,4.4,4.5,4.6,4.4,4.3,4.7
30130 01,Financial Statement Analysis,John Roderick,Hand,Spring 2020,60,21,35,7.71,4.52,4.67,4.43,4.48,4.57
30130 01,Financial Statement Analysis,John Roderick,Hand,Spring 2021,62,35,56.45,7.37,4.69,4.74,4.6,4.54,4.63
30130 01,Financial Statement Analysis,Michael,Minnis,Autumn 2020,60,38,63.33,4.47,4.53,4.61,4.37,4.26,4.45
30130 01,Financial Statement Analysis,Abbie J,Smith,Autumn 2021,70,39,55.71,4.18,4.41,4.18,4.23,3.97,4.13
30130 01,Financial Statement Analysis,Abbie J,Smith,Winter 2020,62,38,61.29,5.18,4.24,3.66,4.11,3.61,3.63
30130 01,Financial Statement Analysis,Abbie J,Smith,Winter 2021,59,27,45.76,4.93,4.22,4.19,4.44,4.11,4.15
30130 01,Financial Statement Analysis,Michael,Minnis,Winter 2022,11,7,63.64,7.57,4.86,4.86,4.86,4.71,4.86
30130 02,Financial Statement Analysis,Minnis, Michael,Autumn 2019,64,51,79.7,4.6,4.4,4.4,4.2,3.9,4.3
30130 02,Financial Statement Analysis,Michael,Minnis,Autumn 2020,54,38,70.37,4.24,4.61,4.58,4.45,4.21,4.5
30130 02,Financial Statement Analysis,Michael,Minnis,Winter 2022,60,25,41.67,5.68,4.4,4.44,4.52,4.4,4.4
30130 81,Financial Statement Analysis,Minnis, Michael,Autumn 2019,58,41,70.7,5.3,4.5,4.8,4.6,4.5,4.6
30130 81,Financial Statement Analysis,John Roderick,Hand,Spring 2020,63,28,44.44,7.96,4.75,4.86,4.86,4.71,4.71
30130 81,Financial Statement Analysis,John Roderick,Hand,Spring 2021,63,39,61.9,7.54,4.72,4.79,4.77,4.67,4.67
30130 81,Financial Statement Analysis,Michael,Minnis,Autumn 2020,54,30,55.56,4.33,4.43,4.33,4.5,4.37,4.4
30130 81,Financial Statement Analysis,Abbie J,Smith,Autumn 2021,63,47,74.6,6.15,4.45,4.32,4.6,4.34,4.4
30130 81,Financial Statement Analysis,Abbie J,Smith,Winter 2020,64,33,51.56,4.61,4.24,3.85,4.36,4.06,4.03
30130 81,Financial Statement Analysis,Abbie J,Smith,Winter 2021,41,32,78.05,6.81,4.47,4.5,4.56,4.38,4.44
30130 81,Financial Statement Analysis,Michael,Minnis,Winter 2022,57,34,59.65,6.12,4.35,4.53,4.35,4.26,4.21
30130 85,Financial Statement Analysis,Bjorn,Jorgensen,Summer 2021,35,18,51.43,4.28,2.67,3.11,2.72,2.28,2.11
30130 85,Financial Statement Analysis,Abbie J,Smith,Autumn 2021,53,39,73.58,6.56,4.67,4.46,4.69,4.49,4.46
30130 85,Financial Statement Analysis,Abbie J,Smith,Winter 2020,56,39,69.64,7.36,4.28,3.95,4.33,4.18,4.15
30130 85,Financial Statement Analysis,Abbie J,Smith,Winter 2021,12,10,83.33,5.9,4.7,4.5,4.6,4.6,4.6
30130-01,Financial Statement Analysis,John Roderick,Hand,Autumn 2018,66,52,78.79,10.15,4.5,4.69,4.31,4.12,4.38
30130-01,Financial Statement Analysis,John Roderick,Hand,Spring 2018,64,54,84.38,9.72,4.83,4.89,4.69,4.63,4.8
30130-01,Financial Statement Analysis,Christian,Leuz,Winter 2016,65,61,93.85,11.51,4.23,4.28,4.2,3.98,4.21
30130-01,Financial Statement Analysis,Christian,Leuz,Winter 2017,64,59,92.19,8.63,4.53,4.64,4.53,4.31,4.56
30130-01,Financial Statement Analysis,Michael,Minnis,Autumn 2016,64,61,95.31,10.26,4.59,4.66,4.54,4.43,4.74
30130-01,Financial Statement Analysis,Michael,Minnis,Autumn 2017,60,52,86.67,7.33,3.92,3.73,3.62,3.44,3.62
30130-01,Financial Statement Analysis,Michael,Minnis,Winter 2019,70,55,78.57,6.2,4.33,4.62,4.44,4.38,4.47
30130-01,Financial Statement Analysis,Abbie J,Smith,Spring 2019,70,54,77.14,4.85,4.31,3.78,4.17,3.8,4.13
30130-02,Financial Statement Analysis,Christian,Leuz,Winter 2016,65,56,86.15,10.77,4.46,4.48,4.43,4.11,4.52
30130-02,Financial Statement Analysis,Christian,Leuz,Winter 2017,64,50,78.13,9.34,4.76,4.74,4.56,4.4,4.64
30130-02,Financial Statement Analysis,Michael,Minnis,Autumn 2016,65,52,80,7.4,4.35,4.44,4.52,4.35,4.62
30130-02,Financial Statement Analysis,Michael,Minnis,Autumn 2017,65,48,73.85,9.23,3.92,3.92,3.85,3.65,3.88
30130-81,Financial Statement Analysis,John Roderick,Hand,Autumn 2018,64,49,76.56,11.51,4.88,4.92,4.86,4.78,4.94
30130-81,Financial Statement Analysis,John Roderick,Hand,Spring 2017,59,50,84.75,11.72,4.86,4.92,4.88,4.8,4.84
30130-81,Financial Statement Analysis,John Roderick,Hand,Spring 2018,63,55,87.3,11.65,4.89,4.95,4.84,4.75,4.87
30130-81,Financial Statement Analysis,Christian,Leuz,Winter 2016,64,62,96.88,11,4.56,4.6,4.52,4.4,4.61
30130-81,Financial Statement Analysis,Christian,Leuz,Winter 2017,62,65,104.84,9.98,4.48,4.54,4.49,4.43,4.58
30130-81,Financial Statement Analysis,Michael,Minnis,Autumn 2016,59,48,81.36,9.73,4.48,4.58,4.56,4.35,4.56
30130-81,Financial Statement Analysis,Michael,Minnis,Autumn 2017,64,58,90.63,8.66,4.4,4.43,4.4,4.16,4.36
30130-81,Financial Statement Analysis,Michael,Minnis,Winter 2019,67,60,89.55,10.2,4.55,4.58,4.47,4.33,4.47
30130-81,Financial Statement Analysis,Abbie J,Smith,Spring 2019,66,47,71.21,5.89,4.55,4.04,4.38,4.21,4.3
30130-81,Financial Statement Analysis,Mark E,Zmijewski,Spring 2016,45,36,80,11.69,3.94,4.22,4.36,4.31,4.25
30130-81,Financial Statement Analysis,Mark E,Zmijewski,Summer 2016,19,19,100,18.32,4.26,4.21,4.42,4.37,4.21
30130-81,Financial Statement Analysis,Mark E,Zmijewski,Winter 2018,39,27,69.23,14.44,4.37,4,4.59,4.3,4.3
30130-85,Financial Statement Analysis,John Roderick,Hand,Autumn 2018,65,60,92.31,16.68,4.87,4.9,4.82,4.77,4.92
30130-85,Financial Statement Analysis,John Roderick,Hand,Spring 2017,57,47,82.46,16.09,4.83,4.87,4.65,4.63,4.74
30130-85,Financial Statement Analysis,Abbie J,Smith,Spring 2019,70,58,82.86,14.64,4.33,4.22,4.45,4.19,4.22
30130-85,Financial Statement Analysis,Mark E,Zmijewski,Spring 2016,30,20,66.67,17.3,4.3,4.25,4.6,4.45,4.5
30130-85,Financial Statement Analysis,Mark E,Zmijewski,Summer 2016,26,26,100,6.54,4.15,4.31,4.38,4.31,4.31
30130-85,Financial Statement Analysis,Mark E,Zmijewski,Winter 2018,36,38,105.56,17.05,4.58,4.66,4.68,4.58,4.55
30131 01,Adv Fin Analysis & Valuation,Christian,Leuz,Spring 2020,64,33,51.56,6.09,4.76,4.67,4.61,4.55,4.7
30131 01,Adv Fin Analysis & Valuation,Christian,Leuz,Winter 2021,57,26,45.61,6.27,4.38,4.19,4.23,3.81,4
30131 01,Adv Fin Analysis & Valuation,Christian,Leuz,Winter 2022,62,27,43.55,6.78,4.7,4.67,4.63,4.56,4.74
30131 02,Adv Fin Analysis & Valuation,Christian,Leuz,Winter 2021,52,28,53.85,7.93,4.5,4.43,4.5,4.32,4.54
30131 02,Adv Fin Analysis & Valuation,Christian,Leuz,Winter 2022,59,27,45.76,7.81,4.81,4.81,4.67,4.63,4.63
30131 81,Adv Fin Analysis & Valuation,Christian,Leuz,Spring 2020,64,26,40.63,6.04,4.62,4.69,4.65,4.54,4.62
30131 81,Adv Fin Analysis & Valuation,Christian,Leuz,Winter 2021,34,25,73.53,7.08,4.76,4.72,4.6,4.6,4.6
30131 81,Adv Fin Analysis & Valuation,Christian,Leuz,Winter 2022,58,34,58.62,7.79,4.56,4.53,4.53,4.47,4.47
30131-01,Advanced Financial Analysis and Valuation for Global Firms ,Christian,Leuz,Spring 2019,55,36,65.45,10.25,4.56,4.47,4.47,4.42,4.56
30131-81,Advanced Financial Analysis and Valuation for Global Firms,Christian,Leuz,Spring 2019,54,31,57.41,5.16,4.71,4.81,4.61,4.42,4.68
30680 50,Topics Information Economics,Emir,Kamenica,Autumn 2020,2,2,100,7,4,4,3.5,3,3.5
30680 50,Topics Information Economics,Emir,Kamenica,Autumn 2021,2,2,100,4,5,5,5,5,5
30901 50,Economic Modeling of Accounting Issues,Haresh B,Sapra,Winter 2020,3,2,66.67,5,5,5,5,5,5
30901 50,Economic Modeling of Accounting Issues,Haresh B,Sapra,Winter 2021,4,3,75,7.67,5,5,5,5,5
30901 50,Economic Modeling of Accounting Issues,Haresh B,Sapra,Winter 2022,6,1,16.67,10,5,5,5,5,5
30901-01,Economic Modeling of Accounting Issues,Haresh B,Sapra,Winter 2016,7,7,100,47.57,5,5,5,5,5
30901-50,Economic Modeling of Accounting Issues,Haresh B,Sapra,Winter 2018,3,5,166.67,45,5,5,5,5,5
30901-50,Economic Modeling of Accounting Issues,Haresh B,Sapra,Winter 2019,4,5,125,64.2,4.8,4.8,5,4.8,4.6
30902 50,Empirical Research in Accounting,Raymond,Ball,Spring 2020,9,6,66.67,7.5,4.67,4.33,4.67,4.33,4.33
30902 50,Empirical Research in Accounting,Raymond,Ball,Spring 2021,8,4,50,11,5,5,5,4.75,5
30902-01,Empirical Research in Accounting,Raymond,Ball,Spring 2016,7,8,114.29,42.5,5,5,5,5,5
30902-50,Empirical Research in Accounting,Raymond,Ball,Spring 2017,5,5,100,28.2,5,5,5,4.8,5
30902-50,Empirical Research in Accounting,Raymond,Ball,Spring 2018,7,10,142.86,6.4,4.9,4.8,4.9,4.7,4.8
30902-50,Empirical Research in Accounting,Raymond,Ball,Spring 2019,6,7,116.67,21,4.71,5,5,4.57,4.71
30903 50,Topics Empirical Acct Research,Leuz, Christian,Autumn 2019,6,10,166.7,13.4,5.0,5.0,5.0,5.0,5.0
30903 50,Topics in Empirical Accounting Research,Philip,Berger,Winter 2021,6,6,100,9,4.83,4.83,4.67,4.67,4.67
30903 50,Topics in Empirical Accounting Research,Christian,Leuz,Autumn 2021,8,5,62.5,13,5,5,5,5,5
30903-01,Topics in Empirical Accounting Research,Christian,Leuz,Spring 2016,10,10,100,42.4,5,5,5,5,5
30903-50,Topics in Empirical Accounting Research,Philip,Berger,Winter 2017,7,9,128.57,19.11,5,4.89,4.89,4.89,4.89
30903-50,Topics in Empirical Accounting Research,Philip,Berger,Winter 2019,8,9,112.5,11.44,4.89,5,4.78,4.78,4.89
30903-50,Topics in Empirical Accounting Research,Christian,Leuz,Autumn 2017,5,8,160,66.88,5,5,5,5,5
30904-50,Empirical Research on Managers Corporate Financial Reporting Decisions,Douglas,Skinner,Winter 2018,10,10,100,17.9,4.8,4.7,4.7,4.8,5
30906 50,Contracting on Accounting Information,Valeri,Nikolaev,Winter 2020,8,6,75,14.67,4.33,4.17,4.67,4.33,4.5
30906 50,Contracting on Accounting Information,Valeri,Nikolaev,Winter 2022,8,4,50,14.25,5,5,4.75,4.5,4.75
31001 01,Leadership Effectiveness & Dev,Kole, Stacey,Autumn 2019,56,57,101.8,1.5,4.8,4.3,4.2,4.0,4.2
31001 01,Leadership: Effectiveness and Development,Robert Ward,Vishny,Autumn 2020,64,35,54.69,2.06,4.2,4,4,3.74,3.77
31001 01,Leadership: Effectiveness and Development,Robert Ward,Vishny,Autumn 2021,64,35,54.69,2.09,3.83,3.63,3.4,3.11,3.14
31001 02,Leadership Effectiveness & Dev,Kole, Stacey,Autumn 2019,61,60,98.4,1.2,4.6,4.5,4.3,4.2,4.4
31001 02,Leadership: Effectiveness and Development,Robert Ward,Vishny,Autumn 2020,66,32,48.48,2.38,4.34,4.19,4.06,3.88,4
31001 02,Leadership: Effectiveness and Development,Robert Ward,Vishny,Autumn 2021,63,33,52.38,1.48,3.39,3.15,2.88,2.64,2.76
31001 03,Leadership Effectiveness & Dev,Kole, Stacey,Autumn 2019,59,57,96.6,1.3,4.7,4.3,4.0,4.0,4.3
31001 03,Leadership: Effectiveness and Development,Robert Ward,Vishny,Autumn 2020,68,45,66.18,2.93,4.22,4.04,4,3.78,3.91
31001 03,Leadership: Effectiveness and Development,Robert Ward,Vishny,Autumn 2021,64,28,43.75,1.43,3.89,3.71,3.43,3.07,3.25
31001 04,Leadership Effectiveness & Dev,Kole, Stacey,Autumn 2019,60,56,93.3,1.3,4.6,4.2,3.9,3.8,4.1
31001 04,Leadership: Effectiveness and Development,Robert Ward,Vishny,Autumn 2020,64,33,51.56,1.73,4.36,4.27,4.09,3.76,3.88
31001 04,Leadership: Effectiveness and Development,Robert Ward,Vishny,Autumn 2021,63,34,53.97,1.62,3.82,3.71,3.68,3.32,3.29
31001 05,Leadership Effectiveness & Dev,Kole, Stacey,Autumn 2019,58,57,98.3,1.5,4.6,4.3,4.0,3.9,4.0
31001 05,Leadership: Effectiveness and Development,Robert Ward,Vishny,Autumn 2020,68,35,51.47,1.8,4.26,4.14,4.14,3.77,3.97
31001 05,Leadership: Effectiveness and Development,Robert Ward,Vishny,Autumn 2021,61,35,57.38,1.34,3.74,3.29,3.23,2.91,2.91
31001 06,Leadership Effectiveness & Dev,Kole, Stacey,Autumn 2019,59,53,89.8,1.3,4.6,4.2,4.1,4.0,4.2
31001 06,Leadership: Effectiveness and Development,Robert Ward,Vishny,Autumn 2020,66,35,53.03,1.2,4.26,3.89,3.91,3.66,3.69
31001 06,Leadership: Effectiveness and Development,Robert Ward,Vishny,Autumn 2021,62,33,53.23,1.48,3.76,3.61,3.06,2.79,2.97
31001 07,Leadership Effectiveness & Dev,Kole, Stacey,Autumn 2019,59,58,98.3,1.2,4.7,4.4,4.3,4.2,4.4
31001 07,Leadership: Effectiveness and Development,Robert Ward,Vishny,Autumn 2020,66,24,36.36,1.83,4.29,4.25,3.92,3.75,3.79
31001 07,Leadership: Effectiveness and Development,Robert Ward,Vishny,Autumn 2021,63,35,55.56,1.11,3.51,3.34,3.06,2.89,2.94
31001 08,Leadership Effectiveness & Dev,Kole, Stacey,Autumn 2019,59,57,96.6,1.3,4.5,4.3,3.8,3.8,4.0
31001 08,Leadership: Effectiveness and Development,Robert Ward,Vishny,Autumn 2020,66,35,53.03,1.51,4.31,4.23,4.11,3.74,4
31001 08,Leadership: Effectiveness and Development,Robert Ward,Vishny,Autumn 2021,64,37,57.81,1.81,3.78,3.59,3.57,3.19,3.35
31001 09,Leadership Effectiveness & Dev,Kole, Stacey,Autumn 2019,60,58,96.7,1.2,4.8,4.5,4.2,4.2,4.5
31001 09,Leadership: Effectiveness and Development,Robert Ward,Vishny,Autumn 2020,66,32,48.48,2.03,4.03,3.88,3.81,3.5,3.59
31001 09,Leadership: Effectiveness and Development,Robert Ward,Vishny,Autumn 2021,62,37,59.68,1.51,3.81,3.57,3.54,3.08,3.19
31001 10,Leadership Effectiveness & Dev,Kole, Stacey,Autumn 2019,60,57,95,1.4,4.6,4.3,4.2,3.9,4.2
31001 10,Leadership: Effectiveness and Development,Robert Ward,Vishny,Autumn 2020,66,29,43.94,1.83,4.38,4.17,3.93,3.62,3.79
31001 10,Leadership: Effectiveness and Development,Robert Ward,Vishny,Autumn 2021,63,27,42.86,1.59,3.59,3.48,3.33,3,2.96
31001-01,Leadership: Effectiveness and Development,Stacey,Kole,Autumn 2016,57,55,96.49,20.93,4.71,4.6,4.31,4.16,4.45
31001-01,Leadership: Effectiveness and Development,Stacey,Kole,Autumn 2017,59,58,98.31,37.05,4.79,4.57,4.34,4.29,4.59
31001-01,Leadership: Effectiveness and Development,Stacey,Kole,Autumn 2018,61,60,98.36,19.3,4.53,4.37,4.15,3.93,4.18
31001-02,Leadership: Effectiveness and Development,Stacey,Kole,Autumn 2016,60,59,98.33,14.64,4.72,4.64,4.33,4.31,4.6
31001-02,Leadership: Effectiveness and Development,Stacey,Kole,Autumn 2017,59,58,98.31,33.74,4.59,4.4,4.34,4.14,4.33
31001-02,Leadership: Effectiveness and Development,Stacey,Kole,Autumn 2018,58,56,96.55,20.63,4.56,4.38,4.33,4.18,4.45
31001-03,Leadership: Effectiveness and Development,Stacey,Kole,Autumn 2016,60,57,95,18.7,4.61,4.42,4.23,4.07,4.32
31001-03,Leadership: Effectiveness and Development,Stacey,Kole,Autumn 2017,58,57,98.28,23.74,4.51,4.16,4.02,3.91,4.16
31001-03,Leadership: Effectiveness and Development,Stacey,Kole,Autumn 2018,59,58,98.31,23.47,4.4,4.05,3.91,3.77,4.11
31001-04,Leadership: Effectiveness and Development,Stacey,Kole,Autumn 2016,59,58,98.31,18.36,4.76,4.72,4.41,4.33,4.6
31001-04,Leadership: Effectiveness and Development,Stacey,Kole,Autumn 2017,59,58,98.31,28.48,4.64,4.34,4.05,4.05,4.33
31001-04,Leadership: Effectiveness and Development,Stacey,Kole,Autumn 2018,55,53,96.36,34.79,4.68,4.36,4.06,3.83,4.17
31001-05,Leadership: Effectiveness and Development,Stacey,Kole,Autumn 2016,57,55,96.49,13.96,4.64,4.51,4.22,4.09,4.27
31001-05,Leadership: Effectiveness and Development,Stacey,Kole,Autumn 2017,59,58,98.31,31.79,4.72,4.6,4.48,4.29,4.58
31001-05,Leadership: Effectiveness and Development,Stacey,Kole,Autumn 2018,62,55,88.71,26.49,4.35,4.38,4.25,4.16,4.27
31001-06,Leadership: Effectiveness and Development,Stacey,Kole,Autumn 2016,58,57,98.28,25.49,4.84,4.7,4.43,4.3,4.52
31001-06,Leadership: Effectiveness and Development,Stacey,Kole,Autumn 2017,57,55,96.49,42.71,4.65,4.64,4.42,4.2,4.49
31001-06,Leadership: Effectiveness and Development,Stacey,Kole,Autumn 2018,60,58,96.67,25.07,4.6,4.36,4.22,4.03,4.24
31001-07,Leadership: Effectiveness and Development,Stacey,Kole,Autumn 2016,58,58,100,25.05,4.79,4.74,4.34,4.29,4.59
31001-07,Leadership: Effectiveness and Development,Stacey,Kole,Autumn 2017,56,53,94.64,25.45,4.77,4.55,4.55,4.45,4.75
