Course,Title,Quarter,Year,Day and Time,Instructor,Total Enrollment after  Phase 1,Seats Available after Phase 1,Phase 1 Price,Total Enrollment after  Phase 2,Seats Available after Phase 2,Phase 2 Price,Total Enrollment after  Phase 1 New Students,Seats Available after Phase 1 New Students,Phase 1 New Students Price,Total Enrollment after  Phase 2 New Students,Seats Available after Phase 2 New Students,Phase 2 New Students Price,Total Enrollment after  Phase 3,Seats Available after Phase 3,Phase 3 Price,Total Enrollment after  Phase 4,Seats Available after Phase 4,Phase 4 Price
38105-81,Advanced Negotiations,Spring,2022,"Wednesday, 6:00 -  9:00","Wu, George",14,26,0,14,26,0,14,26,N/A,14,26,N/A,40,CLO,10,,,
38119-01,Designing a Good Life,Spring,2022,"Tuesday, 1:30 -  4:30","Epley, Nicholas",65,CLO,5980,65,CLO,21318,65,CLO,N/A,65,CLO,N/A,65,CLO,8896,,,
38119-02,Designing a Good Life,Spring,2022,"Wednesday, 8:30 - 11:30","Epley, Nicholas",65,CLO,4305,65,CLO,10980,65,CLO,N/A,65,CLO,N/A,65,CLO,N/A,,,
38119-81,Designing a Good Life,Spring,2022,"Tuesday, 6:00 -  9:00","Epley, Nicholas",65,CLO,2331,65,CLO,3009,65,CLO,N/A,65,CLO,N/A,65,CLO,12171,,,
38601-60,Workshop in Behavioral Science,Spring,2022,"Monday,10:00 - 11:30","Chaudhry, Shereen; Epley, Nicholas",1,64,0,1,64,N/A,1,64,N/A,1,64,N/A,2,63,0,,,
38914-50,Foundations of Social Psychology,Spring,2022,"Friday, 8:30 - 11:30","Epley, Nicholas",6,34,0,6,34,0,6,34,N/A,6,34,N/A,6,34,N/A,,,
39001-01,Strategy and Structure: Markets and Organizations,Spring,2022,"Thursday, 8:30 - 11:30","Sharkey, Amanda",24,41,0,33,32,0,34,31,0,34,31,N/A,40,25,0,,,
39001-02,Strategy and Structure: Markets and Organizations,Spring,2022,"Thursday, 1:30 -  4:30","Sharkey, Amanda",24,41,0,33,32,0,33,32,N/A,33,32,N/A,34,31,0,,,
39001-85,Strategy and Structure: Markets and Organizations,Spring,2022,"Saturday, 9:00 - 12:00","Sharkey, Amanda",65,CLO,421,65,CLO,3000,65,CLO,N/A,65,CLO,N/A,65,CLO,13669,,,
39101-81,Technology Strategy,Spring,2022,"Monday, 6:00 -  9:00","Knez, Marc",46,19,0,39,26,0,39,26,N/A,39,26,N/A,65,CLO,1017,,,
40000-01,Operations Management: Business Process Fundamentals,Spring,2022,"Thursday, 8:30 - 11:30","Xin, Linwei",70,CLO,621,70,CLO,3000,70,CLO,N/A,70,CLO,N/A,70,CLO,1079,,,
40000-81,Operations Management: Business Process Fundamentals,Spring,2022,"Thursday, 6:00 -  9:00","Xin, Linwei",24,41,0,22,43,0,24,41,0,24,41,N/A,33,32,0,,,
40000-85,Operations Management: Business Process Fundamentals,Spring,2022,"Saturday, 1:30 -  4:30","Xin, Linwei",63,7,0,67,3,0,70,CLO,1286,70,CLO,N/A,70,CLO,2022,,,
40108-85,Revenue Management,Spring,2022,"Saturday, 9:00 - 12:00","Caldentey, Rene",63,2,0,61,4,0,64,1,0,64,1,N/A,65,CLO,8795,,,
41000-81,Business Statistics,Spring,2022,"Friday, 6:00 -  9:00","Carvalho, Carlos",60,5,0,63,2,0,65,CLO,600,65,CLO,9,65,CLO,101,,,
41000-85,Business Statistics,Spring,2022,"Saturday, 9:00 - 12:00","Carvalho, Carlos",29,36,0,29,36,0,38,27,0,37,28,N/A,45,20,0,,,
41201-01,Big Data,Spring,2022,"Monday, 1:30 -  4:30","Rockova, Veronika",28,37,0,27,38,0,27,38,N/A,27,38,N/A,25,40,0,,,
41201-81,Big Data,Spring,2022,"Monday, 6:00 -  9:00","Rockova, Veronika",33,32,0,28,37,0,29,36,0,29,36,N/A,30,35,0,,,
41600-60,Econometrics and Statistics Colloquium,Spring,2022,"Thursday, 1:30 -  3:00","Smetanina, Ekaterina (Katja); Toulis (Panos), Panagiotis",5,35,0,5,35,N/A,5,35,N/A,5,35,N/A,5,35,N/A,,,
41903-50,Applied Econometrics,Spring,2022,"Monday, Wednesday,10:10 - 11:30","Hansen, Christian",17,5,0,19,3,0,19,3,N/A,19,3,N/A,20,2,0,,,
42001-01,Competitive Strategy,Spring,2022,"Monday, 8:30 - 11:30","Leshno, Jacob",19,46,0,26,39,0,26,39,N/A,26,39,N/A,26,39,0,,,
42001-02,Competitive Strategy,Spring,2022,"Monday, 1:30 -  4:30","Leshno, Jacob",27,38,0,31,34,0,31,34,N/A,31,34,N/A,32,33,0,,,
42001-03,Competitive Strategy,Spring,2022,"Monday, 1:30 -  4:30","McDevitt, Ryan",6,59,0,16,49,0,16,49,N/A,16,49,N/A,16,49,0,,,
42001-04,Competitive Strategy,Spring,2022,"Wednesday, 8:30 - 11:30","McDevitt, Ryan",55,10,0,65,CLO,1000,65,CLO,N/A,65,CLO,N/A,65,CLO,1007,,,
42001-81,Competitive Strategy,Spring,2022,"Monday, 6:00 -  9:00","McDevitt, Ryan",26,39,0,24,41,0,25,40,0,24,41,N/A,25,40,0,,,
42005-81,Literature and Leadership,Spring,2022,"Tuesday, 6:00 -  9:00","Barry, Brian",37,28,0,46,19,0,46,19,N/A,46,19,N/A,49,16,0,,,
42116-01,Game Theory,Spring,2022,"Monday, 1:30 -  4:30","Kamenica, Emir",33,32,0,47,18,0,47,18,N/A,47,18,N/A,46,19,0,,,
42116-02,Game Theory,Spring,2022,"Tuesday, 8:30 - 11:30","Kamenica, Emir",61,4,0,65,CLO,2742,65,CLO,N/A,65,CLO,N/A,65,CLO,3000,,,
42116-81,Game Theory,Spring,2022,"Monday, 6:00 -  9:00","Kamenica, Emir",60,5,0,52,13,0,54,11,0,52,13,N/A,52,13,0,,,
42117-01,Platform Competition ⑤,Spring,2022,"Tuesday, 8:30 - 11:30","Goolsbee, Austan",65,CLO,2119,65,CLO,6324,65,CLO,N/A,65,CLO,N/A,65,CLO,2400,,,
42117-02,Platform Competition ⑤,Spring,2022,"Tuesday, 1:30 -  4:30","Goolsbee, Austan",65,CLO,3706,65,CLO,15500,65,CLO,N/A,65,CLO,N/A,65,CLO,6511,,,
42117-81,Platform Competition ⑤,Spring,2022,"Monday, 6:00 -  9:00","Goolsbee, Austan",36,29,0,37,28,0,38,27,0,38,27,N/A,65,CLO,100,,,
42119-01,Culture as a Competitive Business Advantage,Spring,2022,"Wednesday, 1:30 -  4:30","Grotto, Elena; Joy, Felicia",65,CLO,1842,65,CLO,6067,65,CLO,N/A,65,CLO,N/A,65,CLO,3702,,,
42119-81,Culture as a Competitive Business Advantage,Spring,2022,"Wednesday, 6:00 -  9:00","Grotto, Elena; Joy, Felicia",42,23,0,43,22,0,47,18,0,47,18,N/A,65,CLO,1,,,
42127-81,"Pivot for Success – Hone the Vision, Shift the Strategy, Make the Right Moves in Today’s Marketplace ⑤",Spring,2022,"Tuesday, 6:00 -  9:00","Hilliard, Amy",65,CLO,1,65,CLO,2500,65,CLO,N/A,65,CLO,N/A,65,CLO,3322,,,
42300-81,Global Health and Social Policy,Spring,2022,"Tuesday, 6:00 -  9:00","Olopade, Christopher; Olopade, Olufunmilayo",12,53,0,17,48,0,18,47,0,17,48,N/A,17,48,0,,,
30000-01,Financial Accounting,Winter,2022,"Tuesday, 1:30 -  4:30","Riggs-Cragun, Amoray",65,CLO,42,63,2,0,63,2,N/A,63,2,N/A,62,3,0,,,
30000-81,Financial Accounting,Winter,2022,"Tuesday, 6:00 -  9:00","Riggs-Cragun, Amoray",11,54,0,10,55,N/A,21,44,0,21,44,0,21,44,0,,,
30000-82,Financial Accounting,Winter,2022,"Thursday, 6:00 -  9:00","Rauter, Thomas",14,51,0,15,50,0,27,38,0,29,36,0,38,27,0,,,
30000-85,Financial Accounting,Winter,2022,"Saturday, 1:30 -  4:30","Rauter, Thomas",27,38,0,27,38,0,48,17,0,48,17,0,49,16,0,,,
30001-01,Cost Analysis and Internal Controls,Winter,2022,"Wednesday, 8:30 - 11:30","Mahlendorf, Matthias",65,CLO,2000,65,CLO,3897,65,CLO,N/A,65,CLO,N/A,65,CLO,5671,,,
30001-81,Cost Analysis and Internal Controls,Winter,2022,"Wednesday, 6:00 -  9:00","Mahlendorf, Matthias",52,13,0,54,11,0,54,11,N/A,54,11,N/A,65,CLO,10,,,
30121-01,Accounting for Entrepreneurship: From Start-Up through IPO,Winter,2022,"Tuesday, 1:30 -  4:30","Weiss, Ira",65,CLO,3009,65,CLO,10001,65,CLO,N/A,65,CLO,N/A,65,CLO,N/A,,,
30121-02,Accounting for Entrepreneurship: From Start-Up through IPO,Winter,2022,"Wednesday, 1:30 -  4:30","Weiss, Ira",65,CLO,2100,65,CLO,9848,65,CLO,N/A,65,CLO,N/A,65,CLO,10700,,,
30121-81,Accounting for Entrepreneurship: From Start-Up through IPO,Winter,2022,"Tuesday, 6:00 -  9:00","Weiss, Ira",63,2,0,65,CLO,1231,65,CLO,N/A,65,CLO,N/A,65,CLO,5387,,,
30130-01,Financial Statement Analysis,Winter,2022,"Tuesday, Thursday, 8:30 -  9:50","Minnis, Michael",19,46,0,17,48,0,17,48,N/A,17,48,N/A,17,48,0,,,
30130-02,Financial Statement Analysis,Winter,2022,"Tuesday, Thursday,10:10 - 11:30","Minnis, Michael",53,12,0,53,12,0,53,12,N/A,53,12,N/A,46,19,0,,,
30130-81,Financial Statement Analysis,Winter,2022,"Thursday, 6:00 -  9:00","Minnis, Michael",37,28,0,39,26,0,40,25,0,39,26,N/A,54,11,0,,,
30131-01,Advanced Financial Analysis and Valuation for Global Firms,Winter,2022,"Wednesday, 1:30 -  4:30","Leuz, Christian",59,6,0,65,CLO,3879,65,CLO,N/A,65,CLO,N/A,65,CLO,8159,,,
30131-02,Advanced Financial Analysis and Valuation for Global Firms,Winter,2022,"Thursday, 8:30 - 11:30","Leuz, Christian",52,13,0,62,3,0,62,3,N/A,62,3,N/A,61,4,0,,,
30131-81,Advanced Financial Analysis and Valuation for Global Firms,Winter,2022,"Wednesday, 6:00 -  9:00","Leuz, Christian",38,27,0,33,32,0,35,30,0,35,30,N/A,44,21,0,,,
30600-60,Workshop in Accounting Research,Winter,2022,"Thursday, 1:20 -  2:50","Granja, Joao; Samuels, Delphine",5,60,0,5,60,N/A,5,60,N/A,5,60,N/A,6,59,0,,,
30901-50,Economic Modeling of Accounting Issues,Winter,2022,"Tuesday, 8:30 - 12:00","Sapra, Haresh",4,18,0,4,18,N/A,4,18,N/A,4,18,N/A,3,19,N/A,,,
30906-50,Contracting on Accounting Information,Winter,2022,"Monday, 1:00 -  4:00","Nikolaev, Valeri",7,33,0,7,33,N/A,7,33,N/A,7,33,N/A,7,33,N/A,,,
31402-01,Leadership Practicum,Winter,2022,"Wednesday, 8:30 - 11:30","Collins, Chris",30,10,0,40,CLO,81,40,CLO,N/A,40,CLO,N/A,40,CLO,1000,,,
31403-01,Leadership Studio,Winter,2022,"Tuesday, 1:30 -  4:30","Davis, Harry; Tennant, Nancy",30,CLO,2134,30,CLO,3589,30,CLO,N/A,30,CLO,N/A,30,CLO,3339,,,
31403-81,Leadership Studio,Winter,2022,"Wednesday, 6:00 -  9:00","Davis, Harry; Tennant, Nancy",32,CLO,0,32,CLO,13001,32,CLO,N/A,32,CLO,N/A,32,CLO,0,,,
32100-81,Data Analysis with R and Python,Winter,2022,"Thursday, 6:00 -  9:00","Kattan, Lara",12,23,0,9,26,N/A,10,25,0,10,25,N/A,17,18,0,,,
32100-85,Data Analysis with R and Python,Winter,2022,"Saturday, 1:30 -  4:30","Kattan, Lara",4,31,0,5,30,0,6,29,0,7,28,0,7,28,N/A,,,
32200-01,Artificial Intelligence,Winter,2022,"Monday, 8:30 - 11:30","Mullainathan, Sendhil",60,5,8573,60,5,11002,60,5,N/A,60,5,N/A,60,5,N/A,,,
32200-02,Artificial Intelligence,Winter,2022,"Monday, 1:30 -  4:30","Mullainathan, Sendhil",60,5,7153,60,5,13000,60,5,N/A,60,5,N/A,60,5,15000,,,
33001-01,Microeconomics,Winter,2022,"Thursday, 8:30 - 11:30","McClellan, Andrew",57,8,0,58,7,0,58,7,N/A,58,7,N/A,57,8,0,,,
33001-81,Microeconomics,Winter,2022,"Thursday, 6:00 -  9:00","McClellan, Andrew",29,36,0,29,36,0,47,18,0,40,25,N/A,40,25,0,,,
33001-85,Microeconomics,Winter,2022,"Saturday, 9:00 - 12:00","McClellan, Andrew",29,36,0,29,36,0,50,15,0,49,16,0,53,12,0,,,
33032-81,Managing the Workplace,Winter,2022,"Wednesday, 6:00 -  9:00","Kole, Stacey",17,48,0,17,48,0,17,48,N/A,17,48,N/A,25,40,0,,,
33040-01,Macroeconomics,Winter,2022,"Tuesday, 8:30 - 11:30","Guerrieri, Veronica",11,54,0,16,49,0,16,49,N/A,16,49,N/A,12,53,N/A,,,
33040-02,Macroeconomics,Winter,2022,"Tuesday, 1:30 -  4:30","Guerrieri, Veronica",25,40,0,24,41,0,24,41,N/A,24,41,N/A,23,42,N/A,,,
33040-03,Macroeconomics,Winter,2022,"Wednesday, 1:30 -  4:30","Vavra, Joseph",38,27,0,37,28,0,37,28,N/A,37,28,N/A,41,24,0,,,
33040-81,Macroeconomics,Winter,2022,"Wednesday, 6:00 -  9:00","Vavra, Joseph",17,48,0,15,50,N/A,15,50,N/A,15,50,N/A,24,41,0,,,
33112-01,Business in Historical Perspective,Winter,2022,"Monday, 1:30 -  4:30","Hornbeck, Richard",65,CLO,599,65,CLO,1808,65,CLO,N/A,65,CLO,N/A,65,CLO,6100,,,
33112-81,Business in Historical Perspective,Winter,2022,"Monday, 6:00 -  9:00","Hornbeck, Richard",65,CLO,1,65,CLO,2700,65,CLO,N/A,65,CLO,N/A,65,CLO,9100,,,
33350-01,Health Economics,Winter,2022,"Friday, 8:30 - 11:30","Notowidigdo, Matthew",40,25,0,40,25,0,40,25,N/A,40,25,N/A,36,29,N/A,,,
33350-85,Health Economics,Winter,2022,"Saturday, 9:00 - 12:00","Notowidigdo, Matthew",28,37,0,26,39,0,27,38,0,27,38,N/A,33,32,0,,,
33450-01,Real Estate Investments I,Winter,2022,"Thursday, 1:30 -  4:30","Pagliari, Joseph",36,29,0,43,22,0,43,22,N/A,43,22,N/A,41,24,0,,,
33450-81,Real Estate Investments I,Winter,2022,"Thursday, 6:00 -  9:00","Pagliari, Joseph",24,41,0,26,39,0,26,39,N/A,26,39,N/A,27,38,0,,,
33450-85,Real Estate Investments I,Winter,2022,"Saturday, 9:00 - 12:00","Pagliari, Joseph",22,43,0,24,41,0,25,40,0,24,41,N/A,30,35,0,,,
33471-01,"Business, Politics, and Ethics",Winter,2022,"Tuesday, 8:30 - 11:30","Barry, Brian",42,CLO,3921,42,CLO,9897,42,CLO,N/A,42,CLO,N/A,42,CLO,2008,,,
33471-81,"Business, Politics, and Ethics",Winter,2022,"Tuesday, 6:00 -  9:00","Barry, Brian",26,16,0,26,16,0,26,16,N/A,26,16,N/A,42,CLO,3000,,,
33471-85,"Business, Politics, and Ethics",Winter,2022,"Saturday, 9:00 - 12:00","Barry, Brian",18,24,0,19,23,0,20,22,0,20,22,N/A,24,18,0,,,
33503-01,Managing the Firm in the Global Economy,Winter,2022,"Thursday, 1:30 -  4:30","Dingel, Jonathan",65,CLO,1000,65,CLO,5869,65,CLO,N/A,65,CLO,N/A,65,CLO,N/A,,,
33503-85,Managing the Firm in the Global Economy,Winter,2022,"Saturday, 1:30 -  4:30","Dingel, Jonathan",62,3,0,64,1,0,64,1,N/A,65,CLO,467,65,CLO,701,,,
33520-01,The Wealth of Nations,Winter,2022,"Monday, 1:30 -  4:30","Hsieh, Chang-Tai",54,11,0,65,CLO,10,65,CLO,N/A,65,CLO,N/A,58,7,0,,,
33520-81,The Wealth of Nations,Winter,2022,"Tuesday, 6:00 -  9:00","Hsieh, Chang-Tai",21,44,0,20,45,0,21,44,0,21,44,N/A,31,34,0,,,
33520-85,The Wealth of Nations,Winter,2022,"Saturday, 1:30 -  4:30","Hsieh, Chang-Tai",24,41,0,19,46,0,22,43,0,22,43,N/A,28,37,0,,,
33610-60,Applied Economics Workshop,Winter,2022,"Wednesday, 1:20 -  2:50","Staff, Staff",2,38,0,2,38,N/A,2,38,N/A,2,38,N/A,2,38,N/A,,,
33630-60,Workshop: Money and Banking,Winter,2022,"Wednesday, 3:05 -  4:35","Dingel, Jonathan; Kashyap, Anil",1,64,0,1,64,N/A,1,64,N/A,1,64,N/A,1,64,N/A,,,
33650-60,Workshop in Macro and International Economics,Winter,2022,"Monday,11:45 -  1:15","Vavra, Joseph",1,64,0,1,64,N/A,1,64,N/A,1,64,N/A,1,64,N/A,,,
33904-50,Microeconomics Reading and Research Seminar ⑤,Winter,2022,"Monday, 4:45 -  6:15","Budish, Eric; Notowidigdo, Matthew",0,65,N/A,0,65,N/A,0,65,N/A,0,65,N/A,0,65,N/A,,,
33917-50,Applied Microeconomics in Economic History,Winter,2022,"Friday, 9:00 - 12:00","Hornbeck, Richard",1,64,0,0,65,N/A,0,65,N/A,0,65,N/A,0,65,N/A,,,
33922-50,Advanced Industrial Organization II,Winter,2022,"Monday, Wednesday, 9:30 - 10:50","Hortacsu, Ali",9,36,0,10,35,0,10,35,N/A,10,35,N/A,11,34,0,,,
33949-50,Applied Macroeconomics: Heterogeneity and Macro,Winter,2022,"Monday, 1:30 -  4:30","Kekre, Rohan; Vavra, Joseph",3,62,0,4,61,0,4,61,N/A,4,61,N/A,2,63,N/A,,,
34101-01,Entrepreneurial Finance and Private Equity,Winter,2022,"Friday, 8:30 - 11:30","Meadow, Scott",65,CLO,3000,65,CLO,3503,65,CLO,N/A,65,CLO,N/A,65,CLO,N/A,,,
34101-85,Entrepreneurial Finance and Private Equity,Winter,2022,"Saturday, 9:00 - 12:00","Meadow, Scott",34,31,0,27,38,0,27,38,N/A,27,38,N/A,53,12,0,,,
34102-01,New Venture Strategy,Winter,2022,"Wednesday, 1:30 -  4:30","Bunch, Gregory",65,CLO,2009,65,CLO,7230,65,CLO,N/A,65,CLO,N/A,65,CLO,12008,,,
34102-81,New Venture Strategy,Winter,2022,"Thursday, 6:00 -  9:00","Schrager, James",65,CLO,0,65,CLO,833,65,CLO,N/A,65,CLO,N/A,65,CLO,788,,,
34102-85,New Venture Strategy,Winter,2022,"Saturday, 1:30 -  4:30","Schrager, James",65,CLO,500,62,3,0,62,3,N/A,62,3,N/A,65,CLO,3000,,,
34103-01,Building the New Venture,Winter,2022,"Tuesday, 1:30 -  4:30","Lyman, Lindsey",36,9,0,45,CLO,3,45,CLO,N/A,45,CLO,N/A,45,CLO,1,,,
34111-01,Entrepreneurial Selling,Winter,2022,"Monday, 1:30 -  4:30","Alter, Michael",34,31,0,30,35,0,30,35,N/A,31,34,0,32,33,0,,,
34111-81,Entrepreneurial Selling,Winter,2022,"Monday, 6:00 -  9:00","Alter, Michael",39,26,0,35,30,0,42,23,0,43,22,0,40,25,0,,,
34113-81,Impact Investing,Winter,2022,"Thursday, 6:00 -  9:00","Gertner, Robert; Parrish, Priya",60,CLO,118,60,CLO,5000,60,CLO,N/A,60,CLO,N/A,58,2,N/A,,,
34117-81,Social Entrepreneurship and Innovation,Winter,2022,"Tuesday, 6:00 -  9:00","Gertner, Robert; Hachikian, Christina",38,CLO,1,38,CLO,1234,38,CLO,N/A,38,CLO,N/A,38,CLO,5000,,,
34209-01,Private Markets from an Investor’s Perspective ⑤,Winter,2022,"Tuesday, 1:30 -  4:30","Hepp, Stefan",38,27,0,51,14,0,51,14,N/A,51,14,N/A,49,16,0,,,
34209-81,Private Markets from an Investor’s Perspective ⑤,Winter,2022,"Tuesday, 6:00 -  9:00","Hepp, Stefan",26,39,0,30,35,0,30,35,N/A,30,35,N/A,38,27,0,,,
34302-01,Entrepreneurship through Acquisition,Winter,2022,"Thursday, 1:30 -  4:30","Agnew, Mark; O'Connor, Brian",70,CLO,7051,70,CLO,15694,70,CLO,N/A,70,CLO,N/A,70,CLO,18501,,,
34307-01,Entrepreneurship through Intellectual Property ⑤,Winter,2022,"Wednesday, 8:30 - 11:30","Fleetwood, Margaret; Schrankler, Jay",18,47,0,25,40,0,25,40,N/A,25,40,N/A,24,41,0,,,
34902-50,Asset Pricing II,Winter,2022,"Tuesday, Thursday, 8:30 -  9:50","Hansen, Lars; Koijen, Ralph",5,15,0,5,15,N/A,5,15,N/A,5,15,N/A,5,15,N/A,,,
34904-50,Corporate Finance II,Winter,2022,"Monday, Wednesday, 9:40 - 11:00","Sufi, Amir",8,32,0,8,32,N/A,8,32,N/A,8,32,N/A,8,32,N/A,,,
35000-01,Investments,Winter,2022,"Wednesday, 8:30 - 11:30","Weber, Michael",65,CLO,2003,65,CLO,3003,65,CLO,N/A,65,CLO,N/A,65,CLO,5000,,,
35000-02,Investments,Winter,2022,"Wednesday, 1:30 -  4:30","Weber, Michael",65,CLO,0,65,CLO,2883,65,CLO,N/A,65,CLO,N/A,65,CLO,1012,,,
35000-03,Investments,Winter,2022,"Thursday, 1:30 -  4:30","Baldauf, Markus",39,26,0,51,14,0,51,14,N/A,51,14,N/A,48,17,0,,,
35000-81,Investments,Winter,2022,"Wednesday, 6:00 -  9:00","Weber, Michael",30,35,0,34,31,0,34,31,N/A,34,31,N/A,65,CLO,321,,,
35000-82,Investments,Winter,2022,"Wednesday, 6:00 -  9:00","Baldauf, Markus",17,48,0,13,52,N/A,13,52,N/A,13,52,N/A,17,48,0,,,
35000-85,Investments,Winter,2022,"Saturday, 9:00 - 12:00","Baldauf, Markus",42,23,0,41,24,0,41,24,N/A,42,23,0,26,39,0,,,
35001-01,Introductory Finance,Winter,2022,"Monday, 1:30 -  4:30","Bhattacharya, Ayan",42,23,0,41,24,0,41,24,N/A,41,24,N/A,36,29,0,,,
35126-01,Quantitative Portfolio Management,Winter,2022,"Monday, 1:30 -  4:30","Koijen, Ralph",44,21,0,55,10,0,55,10,N/A,55,10,N/A,54,11,0,,,
35126-81,Quantitative Portfolio Management,Winter,2022,"Monday, 6:00 -  9:00","Koijen, Ralph",34,31,0,33,32,0,33,32,N/A,33,32,N/A,32,33,0,,,
35126-85,Quantitative Portfolio Management,Winter,2022,"Saturday, 1:30 -  4:30","Koijen, Ralph",30,35,0,29,36,0,29,36,N/A,29,36,N/A,33,32,0,,,
35200-01,Corporation Finance,Winter,2022,"Friday, 8:30 - 11:30","Jeffers, Jessica",12,53,0,17,48,0,17,48,N/A,17,48,N/A,16,49,0,,,
35200-02,Corporation Finance,Winter,2022,"Friday, 1:30 -  4:30","Jeffers, Jessica",16,49,0,19,46,0,19,46,N/A,19,46,N/A,19,46,0,,,
35200-81,Corporation Finance,Winter,2022,"Monday, 6:00 -  9:00","Ma, Yueran",25,40,0,26,39,0,26,39,N/A,26,39,N/A,33,32,0,,,
35200-85,Corporation Finance,Winter,2022,"Saturday, 1:30 -  4:30","Jeffers, Jessica",28,37,0,29,36,0,29,36,N/A,29,36,N/A,32,33,0,,,
35201-81,Cases in Financial Management,Winter,2022,"Wednesday, 6:00 -  9:00","Born, Laura",38,27,0,41,24,0,41,24,N/A,41,24,N/A,65,CLO,9303,,,
35210-01,International Corporate Finance,Winter,2022,"Friday, 1:30 -  4:30","Rajan, Raghuram",63,2,0,65,CLO,41,65,CLO,N/A,65,CLO,N/A,65,CLO,N/A,,,
35210-81,International Corporate Finance,Winter,2022,"Friday, 6:00 -  9:00","Rajan, Raghuram",33,32,0,31,34,0,31,34,N/A,31,34,N/A,30,35,0,,,
35210-85,International Corporate Finance,Winter,2022,"Saturday, 9:00 - 12:00","Rajan, Raghuram",35,30,0,36,29,0,36,29,N/A,36,29,N/A,41,24,0,,,
35213-01,Emerging Markets Finance and Entrepreneurship,Winter,2022,"Friday, 8:30 - 11:30","Colonnelli, Emanuele",19,46,0,17,48,0,17,48,N/A,17,48,N/A,13,52,0,,,
35213-81,Emerging Markets Finance and Entrepreneurship,Winter,2022,"Friday, 6:00 -  9:00","Colonnelli, Emanuele",10,55,0,10,55,0,13,52,0,11,54,N/A,11,54,0,,,
35213-85,Emerging Markets Finance and Entrepreneurship,Winter,2022,"Saturday, 9:00 - 12:00","Colonnelli, Emanuele",18,47,0,19,46,0,20,45,0,20,45,N/A,28,37,0,,,
35214-01,"Debt, Distress, and Restructuring",Winter,2022,"Wednesday, 1:30 -  4:30","Sufi, Amir",65,CLO,1231,65,CLO,3000,65,CLO,N/A,65,CLO,N/A,65,CLO,67,,,
35214-81,"Debt, Distress, and Restructuring",Winter,2022,"Tuesday, 6:00 -  9:00","Sufi, Amir",37,28,0,40,25,0,40,25,N/A,40,25,N/A,48,17,0,,,
35600-60,Seminar: Finance,Winter,2022,"Tuesday, 1:20 -  2:50","Koijen, Ralph; Sufi, Amir",6,59,0,7,58,0,7,58,N/A,7,58,N/A,8,57,0,,,
35931-50,Research Seminar,Winter,2022,"Monday, 9:00 - 10:30","He, Zhiguo; Koijen, Ralph; Zwick, Eric",0,20,N/A,0,20,N/A,0,20,N/A,0,20,N/A,1,19,0,,,
36106-01,Managerial Decision Modeling,Winter,2022,"Monday, 8:30 - 11:30","Sandikci, Burhaneddin",45,CLO,1,45,CLO,3101,45,CLO,N/A,45,CLO,N/A,45,CLO,2791,,,
36106-02,Managerial Decision Modeling,Winter,2022,"Monday, 1:30 -  4:30","Sandikci, Burhaneddin",45,CLO,2000,45,CLO,10,45,CLO,N/A,45,CLO,N/A,44,1,0,,,
36106-81,Managerial Decision Modeling,Winter,2022,"Monday, 6:00 -  9:00","Sandikci, Burhaneddin",45,CLO,3,38,7,0,40,5,0,39,6,N/A,45,CLO,76,,,
36106-85,Managerial Decision Modeling,Winter,2022,"Saturday, 9:00 - 12:00","Jennings, Otis",22,23,0,22,23,0,24,21,0,23,22,N/A,21,24,0,,,
36110-01,Application Development,Winter,2022,"Tuesday, 8:30 - 11:30","Betina, Raghu",30,CLO,5700,30,CLO,7119,30,CLO,N/A,30,CLO,N/A,30,CLO,N/A,,,
36110-81,Application Development,Winter,2022,"Tuesday, 6:00 -  9:00","Betina, Raghu",15,15,0,14,16,0,16,14,0,15,15,N/A,30,CLO,2300,,,
36600-60,Workshop in Operations/Management Science,Winter,2022,"Tuesday,12:10 -  1:20","Staff, Staff",3,37,0,4,36,0,4,36,N/A,4,36,N/A,7,33,0,,,
36903-01,Convex Optimization,Winter,2022,"Tuesday, Thursday, 3:30 -  4:50","Mei, Hongyuan",8,62,0,8,62,0,8,62,N/A,8,62,N/A,8,62,N/A,,,
36914-50,Queueing Theory,Winter,2022,"Monday, 8:30 - 11:30","Zhong, Yuan",7,58,0,7,58,N/A,7,58,N/A,7,58,N/A,7,58,N/A,,,
36920-50,Online Optimization - Applications in Operations Mgmt 1 ⑤,Winter,2022,"Friday, 1:30 -  4:30","Gupta, Varun; Niazadeh, Rad",7,15,0,7,15,N/A,7,15,N/A,7,15,N/A,7,15,N/A,,,
37000-01,Marketing Strategy,Winter,2022,"Thursday, 8:30 - 11:30","Strulov-Shlain, Avner",10,55,0,12,53,0,12,53,N/A,12,53,N/A,12,53,0,,,
37000-02,Marketing Strategy,Winter,2022,"Thursday, 1:30 -  4:30","Strulov-Shlain, Avner",18,47,0,24,41,0,24,41,N/A,24,41,N/A,20,45,N/A,,,
37000-03,Marketing Strategy,Winter,2022,"Wednesday, 8:30 - 11:30","Sussman, Abigail",65,CLO,1,62,3,0,62,3,N/A,62,3,N/A,63,2,0,,,
37000-04,Marketing Strategy,Winter,2022,"Wednesday, 1:30 -  4:30","Sussman, Abigail",65,CLO,3,65,CLO,211,65,CLO,N/A,65,CLO,N/A,64,1,0,,,
37000-81,Marketing Strategy,Winter,2022,"Thursday, 6:00 -  9:00","Strulov-Shlain, Avner",23,42,0,22,43,0,24,41,0,22,43,N/A,21,44,0,,,
